Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results
Skincare,SKU-000659,15.77,0,461,7269.97,872,12.85,171,7.09,Amazon Logistics,78.9,Supplier E,Los Angeles,1065,51.58,3.0,Road,Route A,423.25,Pass
Cosmetics,SKU-000660,186.88,1,440,82227.2,52,20.71,293,8.35,FedEx,52.53,Supplier B,Dallas,1628,56.68,7.56,Sea,Route D,321.23,Pass
Accessories,SKU-000661,141.01,0,290,40892.9,983,2.64,573,3.79,Amazon Logistics,38.96,Supplier B,Chicago,3076,42.14,4.34,Road,Route E,134.11,Pass
Haircare,SKU-000662,138.54,1,103,14269.62,803,2.01,515,11.51,UPS,31.36,Supplier E,Seattle,3171,41.92,5.58,Sea,Route A,293.92,Pass
Skincare,SKU-000663,50.98,1,210,10705.8,170,12.37,120,11.45,Amazon Logistics,66.07,Supplier G,San Francisco,4969,142.59,8.16,Sea,Route A,177.12,Fail
Cosmetics,SKU-000664,135.19,1,30,4055.7,434,21.22,576,3.04,DHL,70.82,Supplier D,Miami,2621,97.14,2.22,Sea,Route D,195.56,Fail
Cosmetics,SKU-000665,84.83,1,349,29605.67,663,6.61,101,13.29,UPS,87.74,Supplier H,Houston,1226,27.61,3.43,Rail,Route B,208.19,Pass
Skincare,SKU-000666,133.73,1,476,63655.48,87,19.6,548,4.77,FedEx,37.52,Supplier H,San Francisco,3504,109.73,7.73,Sea,Route A,78.49,Pass
Accessories,SKU-000667,30.25,0,220,6655.0,390,8.54,92,14.75,UPS,78.13,Supplier C,Los Angeles,4592,109.69,5.7,Road,Route C,493.68,Pass
Skincare,SKU-000668,134.99,0,149,20113.51,974,26.7,33,6.36,DHL,58.33,Supplier A,Atlanta,2443,101.64,0.92,Rail,Route C,64.19,Fail
Haircare,SKU-000669,199.89,0,302,60366.78,694,26.98,452,3.49,FedEx,88.87,Supplier B,San Francisco,206,24.53,4.3,Road,Route E,348.12,Pass
Skincare,SKU-000670,19.16,1,307,5882.12,763,9.62,176,5.92,USPS,55.14,Supplier E,Boston,2677,64.16,5.87,Rail,Route A,217.05,Pass
Cosmetics,SKU-000671,195.66,0,410,80220.6,909,7.67,151,7.16,DHL,54.17,Supplier A,Los Angeles,3254,20.48,9.1,Road,Route E,340.7,Pass
Skincare,SKU-000672,87.31,0,110,9604.1,70,12.93,357,1.97,FedEx,59.9,Supplier B,Seattle,4483,123.41,1.88,Air,Route A,210.31,Pass
Accessories,SKU-000673,175.44,0,313,54912.72,291,7.98,423,9.1,Amazon Logistics,76.18,Supplier C,Atlanta,4153,100.0,8.06,Air,Route D,353.19,Pass
Fragrances,SKU-000674,158.65,0,368,58383.2,504,20.5,395,9.37,UPS,96.65,Supplier H,Boston,4901,78.54,1.31,Air,Route A,378.16,Pass
Skincare,SKU-000675,117.73,0,37,4356.01,670,24.96,578,11.35,FedEx,11.99,Supplier D,New York,314,54.74,2.42,Road,Route B,360.75,Pass
Accessories,SKU-000676,150.31,1,50,7515.5,352,20.52,126,1.41,UPS,10.08,Supplier E,Miami,4539,31.72,2.43,Rail,Route C,101.28,Pass
Accessories,SKU-000677,176.92,0,364,64398.88,645,24.91,284,8.58,Amazon Logistics,94.07,Supplier C,Los Angeles,4389,20.43,8.77,Sea,Route D,345.6,Pass
Cosmetics,SKU-000678,86.79,1,312,27078.48,644,12.51,224,1.74,FedEx,55.34,Supplier H,Seattle,4353,145.54,1.99,Sea,Route C,175.99,Pass
Accessories,SKU-000679,72.14,1,155,11181.7,852,5.53,98,10.82,USPS,63.42,Supplier G,Boston,564,33.95,7.87,Road,Route E,62.96,Pass
Accessories,SKU-000680,136.84,1,265,36262.6,118,22.4,174,1.78,DHL,50.83,Supplier B,Boston,2472,13.68,4.62,Road,Route D,236.67,Fail
Accessories,SKU-000681,163.49,1,471,77003.79,178,11.45,266,13.76,FedEx,13.9,Supplier E,Chicago,691,144.44,9.99,Road,Route B,245.09,Pass
Accessories,SKU-000682,154.83,1,236,36539.88,245,20.47,550,10.83,Amazon Logistics,77.97,Supplier A,Boston,2288,84.6,8.39,Road,Route C,260.23,Fail
Haircare,SKU-000683,161.58,0,245,39587.1,189,8.85,557,8.1,FedEx,75.99,Supplier G,Miami,983,120.52,7.4,Sea,Route A,367.17,Pass
Haircare,SKU-000684,92.76,0,370,34321.2,493,3.36,173,7.18,UPS,34.61,Supplier H,Atlanta,4258,11.35,8.71,Rail,Route A,188.98,Pass
Cosmetics,SKU-000685,165.39,0,389,64336.71,332,29.78,173,2.83,FedEx,34.09,Supplier G,Atlanta,403,87.21,6.34,Sea,Route A,191.88,Pass
Skincare,SKU-000686,32.84,1,464,15237.76,361,5.53,111,5.07,USPS,84.59,Supplier F,Boston,4591,62.74,8.44,Road,Route D,77.25,Pass
Accessories,SKU-000687,113.45,0,498,56498.1,795,29.66,452,13.17,FedEx,11.87,Supplier D,Seattle,433,116.93,2.61,Air,Route B,359.07,Fail
Skincare,SKU-000688,11.09,0,22,243.98,584,29.34,357,13.66,DHL,88.7,Supplier H,Los Angeles,2933,10.57,0.98,Sea,Route B,305.52,Pass
Skincare,SKU-000689,71.67,1,219,15695.73,714,24.02,499,1.01,FedEx,29.38,Supplier G,Seattle,4606,63.25,6.16,Air,Route B,207.24,Pass
Cosmetics,SKU-000690,79.63,1,238,18951.94,326,20.12,150,9.32,UPS,61.33,Supplier B,Dallas,2431,120.87,4.35,Air,Route C,367.34,Pass
Accessories,SKU-000691,85.27,1,406,34619.62,110,17.76,469,11.07,FedEx,93.92,Supplier D,Los Angeles,4661,80.79,4.26,Road,Route D,291.81,Pass
Accessories,SKU-000692,142.14,1,109,15493.26,368,26.12,292,9.66,USPS,69.42,Supplier E,New York,179,84.76,5.27,Sea,Route A,261.16,Fail
Fragrances,SKU-000693,83.83,0,40,3353.2,939,9.39,196,2.14,Amazon Logistics,44.37,Supplier F,Miami,3863,19.09,3.61,Rail,Route C,280.1,Pass
Skincare,SKU-000694,95.25,1,395,37623.75,101,14.56,68,4.05,FedEx,70.51,Supplier H,Seattle,2931,24.19,6.26,Sea,Route B,336.36,Pass
Skincare,SKU-000695,55.13,1,25,1378.25,905,18.96,586,4.5,FedEx,37.68,Supplier C,Chicago,2077,103.16,0.31,Rail,Route A,347.0,Pass
Haircare,SKU-000696,80.92,0,146,11814.32,202,12.92,374,12.64,DHL,31.34,Supplier D,Atlanta,832,102.88,9.7,Rail,Route D,180.03,Pass
Fragrances,SKU-000697,53.18,0,338,17974.84,798,13.4,327,7.48,USPS,99.68,Supplier A,Boston,4076,146.97,9.25,Road,Route E,113.33,Pass
Haircare,SKU-000698,23.91,1,175,4184.25,360,10.58,65,7.82,Amazon Logistics,76.33,Supplier B,Los Angeles,1917,108.23,9.35,Rail,Route B,120.49,Pass
Haircare,SKU-000699,124.66,0,468,58340.88,863,17.36,321,14.09,UPS,66.25,Supplier H,Boston,1484,76.52,3.65,Sea,Route B,337.73,Pass
Haircare,SKU-000700,136.96,1,319,43690.24,593,25.67,427,9.92,FedEx,38.75,Supplier A,New York,2224,129.31,5.32,Sea,Route B,442.79,Pass
Cosmetics,SKU-000701,127.7,1,449,57337.3,616,6.84,208,13.58,Amazon Logistics,9.67,Supplier D,Dallas,1298,20.15,9.54,Air,Route B,234.27,Pass
Cosmetics,SKU-000702,98.06,0,479,46970.74,913,28.1,148,7.39,UPS,7.95,Supplier H,Boston,2392,70.15,9.02,Rail,Route A,126.28,Pass
Haircare,SKU-000703,82.16,0,490,40258.4,438,20.98,580,3.09,USPS,57.65,Supplier F,Seattle,4317,46.63,7.9,Road,Route D,390.47,Fail
Fragrances,SKU-000704,174.03,1,109,18969.27,597,24.87,556,14.02,USPS,77.39,Supplier C,Los Angeles,284,20.17,4.07,Road,Route C,424.62,Fail
Skincare,SKU-000705,108.63,1,118,12818.34,671,17.13,285,7.42,Amazon Logistics,56.05,Supplier C,Chicago,4227,115.71,5.64,Sea,Route A,446.26,Pass
Fragrances,SKU-000706,101.04,1,352,35566.08,226,23.61,137,3.54,UPS,84.87,Supplier A,New York,1097,79.06,7.93,Rail,Route D,323.07,Fail
Accessories,SKU-000707,14.87,0,182,2706.34,411,1.47,483,5.23,USPS,8.18,Supplier E,San Francisco,2086,85.73,2.73,Road,Route C,437.33,Pass
Cosmetics,SKU-000708,74.84,1,246,18410.64,363,24.73,163,1.71,Amazon Logistics,39.84,Supplier E,Miami,2909,64.63,6.26,Rail,Route B,56.94,Pass
Skincare,SKU-000709,82.24,1,171,14063.04,856,2.16,461,7.56,USPS,27.52,Supplier F,Dallas,4764,71.75,8.28,Rail,Route D,98.26,Pass
Skincare,SKU-000710,85.78,1,402,34483.56,897,26.81,219,12.94,USPS,47.49,Supplier C,Seattle,2457,21.82,7.07,Air,Route B,91.66,Pass
Accessories,SKU-000711,120.23,1,225,27051.75,146,29.77,176,14.07,USPS,11.88,Supplier A,Miami,1779,102.57,4.79,Road,Route D,370.67,Pass
Accessories,SKU-000712,111.38,1,273,30406.74,930,9.53,506,14.06,DHL,95.64,Supplier A,Chicago,3139,67.7,5.85,Air,Route E,81.31,Fail
Haircare,SKU-000713,125.5,0,272,34136.0,262,7.1,153,2.75,UPS,26.21,Supplier H,Miami,4986,123.43,9.89,Road,Route B,273.36,Pass
Cosmetics,SKU-000714,155.33,1,301,46754.33,878,23.2,167,6.35,Amazon Logistics,92.62,Supplier H,Atlanta,2611,33.46,6.02,Rail,Route B,262.72,Pass
Cosmetics,SKU-000715,164.47,1,283,46545.01,186,8.34,355,1.4,Amazon Logistics,45.46,Supplier A,Los Angeles,3627,34.73,7.86,Road,Route B,189.82,Fail
Fragrances,SKU-000716,146.44,1,12,1757.28,55,26.1,90,12.97,UPS,98.62,Supplier H,Miami,3126,98.64,7.27,Sea,Route A,441.68,Fail
Haircare,SKU-000717,191.55,1,37,7087.35,158,3.98,252,6.02,UPS,57.64,Supplier D,Seattle,2845,127.67,7.01,Rail,Route C,126.69,Fail
Haircare,SKU-000718,13.46,0,335,4509.1,596,4.65,353,9.84,UPS,93.43,Supplier H,San Francisco,4273,73.47,7.16,Road,Route B,208.61,Pass
Haircare,SKU-000719,47.2,0,437,20626.4,88,29.4,109,11.01,UPS,5.51,Supplier F,Atlanta,2681,110.41,4.54,Air,Route B,398.38,Pass
Haircare,SKU-000720,11.44,0,158,1807.52,711,20.54,353,7.02,FedEx,76.08,Supplier E,Atlanta,4303,149.9,4.74,Air,Route A,63.69,Pass
Cosmetics,SKU-000721,133.02,1,37,4921.74,474,25.56,218,5.29,Amazon Logistics,90.79,Supplier E,Miami,2911,148.59,4.68,Rail,Route A,352.83,Pass
Cosmetics,SKU-000722,180.63,1,497,89773.11,679,10.41,180,14.47,FedEx,18.27,Supplier D,Dallas,4190,112.93,0.33,Air,Route E,417.38,Pass
Haircare,SKU-000723,56.26,0,319,17946.94,310,20.62,557,14.5,USPS,14.13,Supplier B,Houston,469,112.24,2.41,Rail,Route D,469.52,Pass
Fragrances,SKU-000724,186.14,0,447,83204.58,475,18.23,140,5.05,USPS,45.33,Supplier D,Dallas,3843,40.9,1.55,Rail,Route B,444.33,Fail
Skincare,SKU-000725,21.45,0,74,1587.3,136,18.49,320,7.71,Amazon Logistics,93.7,Supplier F,Boston,2104,125.86,8.86,Rail,Route D,193.72,Fail
Skincare,SKU-000726,187.54,1,365,68452.1,514,20.79,594,14.62,USPS,56.53,Supplier A,Seattle,1803,63.74,2.75,Road,Route A,313.86,Pass
Fragrances,SKU-000727,76.81,1,30,2304.3,125,17.69,455,1.07,UPS,55.11,Supplier D,Houston,3424,144.49,1.38,Rail,Route A,84.78,Pass
Haircare,SKU-000728,29.27,0,261,7639.47,520,13.44,87,6.78,FedEx,18.41,Supplier A,Los Angeles,540,16.81,1.2,Air,Route E,166.04,Fail
Cosmetics,SKU-000729,102.32,0,244,24966.08,463,9.0,478,2.41,UPS,5.08,Supplier F,Atlanta,3357,68.2,7.0,Sea,Route C,92.4,Fail
Skincare,SKU-000730,58.79,0,236,13874.44,874,23.29,533,8.13,USPS,81.96,Supplier G,Seattle,3006,85.6,0.06,Road,Route A,191.83,Fail
Accessories,SKU-000731,64.13,1,22,1410.86,944,7.56,417,1.35,FedEx,13.32,Supplier F,Chicago,326,63.75,4.71,Air,Route B,443.83,Fail
Accessories,SKU-000732,68.39,1,322,22021.58,775,21.08,305,6.7,UPS,65.22,Supplier C,Boston,2501,35.53,1.19,Rail,Route E,206.23,Pass
Fragrances,SKU-000733,162.57,1,58,9429.06,506,7.77,580,4.09,Amazon Logistics,91.89,Supplier A,San Francisco,4818,90.98,8.5,Rail,Route C,302.85,Pass
Haircare,SKU-000734,112.44,0,127,14279.88,334,19.13,159,8.47,UPS,24.82,Supplier E,Boston,1124,114.61,9.58,Sea,Route E,245.02,Fail
Skincare,SKU-000735,69.15,0,63,4356.45,288,22.67,575,14.94,USPS,68.2,Supplier D,Seattle,3591,98.5,9.59,Air,Route A,256.51,Fail
Haircare,SKU-000736,125.96,1,147,18516.12,726,7.34,301,12.21,FedEx,12.48,Supplier G,Los Angeles,4356,39.0,4.42,Road,Route C,486.31,Fail
Skincare,SKU-000737,146.07,0,62,9056.34,648,2.74,597,12.84,Amazon Logistics,62.36,Supplier F,Atlanta,970,111.08,6.45,Air,Route D,183.27,Fail
Fragrances,SKU-000738,61.8,1,53,3275.4,702,4.8,476,9.89,FedEx,20.57,Supplier A,New York,3299,42.25,6.0,Rail,Route C,332.3,Pass
Fragrances,SKU-000739,88.57,0,312,27633.84,721,18.57,106,1.58,Amazon Logistics,74.92,Supplier G,New York,1845,30.4,3.5,Road,Route B,239.03,Fail
Accessories,SKU-000740,33.16,0,62,2055.92,607,25.63,98,3.9,FedEx,33.62,Supplier B,Seattle,543,105.15,4.44,Rail,Route D,77.52,Fail
Haircare,SKU-000741,44.42,0,83,3686.86,421,2.3,224,13.95,USPS,49.02,Supplier C,Miami,4658,127.2,0.64,Rail,Route D,270.2,Fail
Accessories,SKU-000742,139.41,0,55,7667.55,544,22.29,356,6.13,Amazon Logistics,61.95,Supplier B,Dallas,572,74.82,7.96,Air,Route B,416.0,Pass
Haircare,SKU-000743,44.47,1,22,978.34,673,10.9,273,2.45,DHL,21.27,Supplier F,Boston,179,82.05,2.41,Sea,Route D,94.44,Pass
Accessories,SKU-000744,109.78,0,174,19101.72,968,14.88,323,10.83,FedEx,75.46,Supplier B,Los Angeles,339,48.9,4.61,Rail,Route A,81.32,Pass
Cosmetics,SKU-000745,144.72,1,111,16063.92,94,27.94,399,5.19,FedEx,33.75,Supplier B,Boston,4752,76.72,4.81,Air,Route C,119.13,Fail
Cosmetics,SKU-000746,30.31,1,289,8759.59,450,10.63,149,4.76,UPS,67.93,Supplier C,Chicago,689,24.14,5.61,Road,Route C,393.98,Pass
Cosmetics,SKU-000747,117.79,1,267,31449.93,296,14.49,295,14.97,Amazon Logistics,20.04,Supplier C,New York,1460,143.6,8.18,Sea,Route B,375.8,Fail
Cosmetics,SKU-000748,58.75,0,479,28141.25,665,1.4,577,13.01,DHL,70.37,Supplier H,Atlanta,1984,121.05,6.92,Rail,Route A,304.26,Pass
Skincare,SKU-000749,192.96,1,346,66764.16,646,3.37,202,6.71,USPS,17.18,Supplier C,Chicago,2416,101.86,6.63,Rail,Route D,260.7,Fail
Cosmetics,SKU-000750,101.87,1,365,37182.55,499,8.5,287,14.72,UPS,45.41,Supplier G,Atlanta,4530,83.04,5.27,Road,Route C,449.75,Fail
Fragrances,SKU-000751,163.14,1,407,66397.98,534,1.81,341,10.1,DHL,28.48,Supplier H,Boston,411,119.86,0.96,Air,Route C,395.01,Pass
Fragrances,SKU-000752,114.54,0,147,16837.38,695,19.31,531,11.39,Amazon Logistics,76.1,Supplier C,Los Angeles,1176,76.74,4.02,Rail,Route C,415.37,Pass
Skincare,SKU-000753,18.25,0,172,3139.0,669,13.37,97,1.44,DHL,29.89,Supplier B,New York,133,48.5,9.57,Road,Route C,415.97,Fail
Cosmetics,SKU-000754,130.3,1,418,54465.4,67,16.9,358,2.7,FedEx,88.76,Supplier E,Boston,1941,28.25,9.96,Rail,Route E,339.22,Pass
Cosmetics,SKU-000755,190.77,0,396,75544.92,655,6.06,575,9.86,FedEx,89.72,Supplier E,New York,4581,98.9,7.3,Air,Route B,256.11,Pass
Cosmetics,SKU-000756,124.31,1,120,14917.2,711,9.58,528,13.59,UPS,23.66,Supplier H,Seattle,348,139.77,2.28,Sea,Route D,439.1,Pass
Accessories,SKU-000757,165.65,1,111,18387.15,807,20.25,257,9.73,Amazon Logistics,63.32,Supplier C,San Francisco,1234,27.27,1.02,Air,Route D,466.7,Pass
Haircare,SKU-000758,178.0,0,26,4628.0,338,28.99,153,2.88,Amazon Logistics,13.33,Supplier G,San Francisco,4989,31.1,4.15,Air,Route B,60.71,Pass
Accessories,SKU-000759,53.34,1,277,14775.18,463,2.46,211,2.62,DHL,42.2,Supplier D,Atlanta,475,67.87,8.57,Air,Route A,73.2,Pass
Haircare,SKU-000760,50.29,0,191,9605.39,770,26.82,375,12.82,UPS,72.77,Supplier A,Boston,823,122.0,7.22,Road,Route B,481.43,Pass
Cosmetics,SKU-000761,126.09,0,381,48040.29,687,17.73,297,2.95,Amazon Logistics,67.65,Supplier F,Houston,2013,47.62,8.84,Rail,Route C,174.72,Pass
Cosmetics,SKU-000762,88.1,1,33,2907.3,284,17.35,37,8.28,FedEx,64.35,Supplier G,New York,4397,41.82,6.16,Sea,Route C,443.02,Pass
Accessories,SKU-000763,169.57,0,38,6443.66,465,15.51,543,1.52,DHL,31.84,Supplier D,New York,2592,94.9,1.3,Road,Route B,224.96,Pass
Accessories,SKU-000764,181.0,0,180,32580.0,987,3.01,199,2.13,USPS,40.91,Supplier F,Houston,2042,82.66,1.15,Air,Route B,103.6,Fail
Haircare,SKU-000765,77.15,1,418,32248.7,548,3.61,142,10.41,FedEx,14.78,Supplier D,Miami,4104,13.73,0.48,Sea,Route D,86.2,Pass
Fragrances,SKU-000766,55.01,1,237,13037.37,683,18.43,265,10.65,UPS,73.31,Supplier D,Boston,2444,16.82,5.67,Air,Route D,120.43,Fail
Haircare,SKU-000767,158.3,0,387,61262.1,699,10.89,392,5.78,Amazon Logistics,52.87,Supplier H,Houston,1431,98.24,2.43,Air,Route E,162.45,Pass
Accessories,SKU-000768,62.21,0,197,12255.37,164,27.6,70,4.02,FedEx,72.33,Supplier E,San Francisco,4688,72.44,7.34,Air,Route E,269.83,Pass
Accessories,SKU-000769,166.3,1,355,59036.5,981,12.79,90,12.39,USPS,28.65,Supplier A,New York,437,145.79,6.86,Sea,Route C,365.67,Pass
Skincare,SKU-000770,90.51,0,239,21631.89,723,5.16,499,4.04,USPS,35.82,Supplier D,San Francisco,1965,103.39,3.18,Rail,Route E,493.88,Pass
Accessories,SKU-000771,136.83,0,330,45153.9,762,21.73,579,8.59,UPS,36.75,Supplier C,Boston,3237,6.46,1.77,Air,Route E,248.68,Pass
Skincare,SKU-000772,28.15,0,349,9824.35,283,9.51,38,14.55,FedEx,7.45,Supplier F,Los Angeles,891,74.75,1.02,Rail,Route A,283.18,Pass
Fragrances,SKU-000773,128.53,0,128,16451.84,589,16.24,103,3.07,DHL,37.4,Supplier G,Los Angeles,3711,65.09,7.37,Sea,Route B,284.82,Pass
Haircare,SKU-000774,95.84,0,165,15813.6,60,21.24,174,14.17,FedEx,81.31,Supplier E,Atlanta,3800,20.47,4.5,Sea,Route D,292.75,Pass
Haircare,SKU-000775,121.46,0,281,34130.26,255,27.11,584,3.56,USPS,90.24,Supplier F,San Francisco,1616,138.87,3.24,Air,Route E,282.98,Fail
Skincare,SKU-000776,41.92,0,184,7713.28,728,23.97,376,8.94,UPS,54.23,Supplier H,San Francisco,4053,121.73,8.57,Rail,Route D,53.95,Pass
Haircare,SKU-000777,150.01,1,474,71104.74,296,20.61,462,6.28,UPS,48.27,Supplier C,San Francisco,4008,38.36,5.94,Rail,Route E,50.78,Fail
Accessories,SKU-000778,173.93,1,113,19654.09,608,20.71,88,14.51,DHL,7.93,Supplier C,Miami,2773,42.12,5.18,Air,Route E,93.95,Pass
Cosmetics,SKU-000779,51.18,1,101,5169.18,807,28.43,542,4.83,UPS,88.52,Supplier D,San Francisco,2222,9.64,7.43,Road,Route C,95.7,Pass
Skincare,SKU-000780,28.19,1,195,5497.05,176,9.58,162,6.6,UPS,6.24,Supplier C,Los Angeles,3885,48.02,8.16,Road,Route A,367.2,Fail
Haircare,SKU-000781,14.49,1,469,6795.81,196,1.03,211,14.76,UPS,94.75,Supplier A,Miami,158,89.77,6.86,Sea,Route B,142.21,Fail
Skincare,SKU-000782,131.97,0,292,38535.24,167,8.89,406,8.51,UPS,51.48,Supplier H,Atlanta,2533,66.02,4.4,Sea,Route B,452.62,Pass
Skincare,SKU-000783,125.35,0,190,23816.5,960,7.32,397,8.04,UPS,37.48,Supplier C,Seattle,2162,145.54,3.79,Road,Route C,467.87,Fail
Cosmetics,SKU-000784,113.87,0,179,20382.73,431,20.19,554,4.61,USPS,92.8,Supplier D,Chicago,1354,13.13,7.72,Road,Route C,489.15,Pass
Accessories,SKU-000785,54.07,0,196,10597.72,461,19.38,312,10.82,FedEx,7.32,Supplier F,Atlanta,3788,90.76,5.18,Road,Route B,472.59,Pass
Skincare,SKU-000786,84.27,1,184,15505.68,713,18.21,28,1.2,Amazon Logistics,60.24,Supplier H,Dallas,3848,129.45,7.04,Air,Route B,172.35,Pass
Haircare,SKU-000787,122.95,0,231,28401.45,633,1.47,290,1.69,UPS,57.15,Supplier C,Miami,4230,74.71,8.9,Air,Route A,279.4,Pass
Fragrances,SKU-000788,104.39,0,242,25262.38,412,22.13,406,9.39,Amazon Logistics,25.84,Supplier E,Los Angeles,4357,5.43,9.16,Air,Route E,128.95,Pass
Skincare,SKU-000789,197.68,1,171,33803.28,558,10.38,112,5.78,Amazon Logistics,45.74,Supplier H,Los Angeles,3129,40.21,2.78,Air,Route A,412.79,Pass
Skincare,SKU-000790,35.92,0,430,15445.6,186,20.29,548,14.35,USPS,66.97,Supplier H,Boston,2946,51.95,1.88,Air,Route B,449.79,Fail
Cosmetics,SKU-000791,142.08,0,143,20317.44,224,17.14,173,13.64,UPS,74.08,Supplier G,New York,570,145.07,2.61,Air,Route E,433.08,Pass
Accessories,SKU-000792,86.82,1,400,34728.0,338,10.94,424,10.99,Amazon Logistics,5.07,Supplier E,San Francisco,4135,137.21,7.51,Sea,Route B,245.02,Pass
Fragrances,SKU-000793,91.36,0,489,44675.04,530,4.9,168,12.45,UPS,94.0,Supplier E,Los Angeles,2999,142.63,3.7,Rail,Route A,391.4,Pass
Haircare,SKU-000794,146.34,0,233,34097.22,68,3.74,286,10.34,DHL,20.63,Supplier F,San Francisco,1546,124.73,1.73,Sea,Route A,93.91,Pass
Fragrances,SKU-000795,141.56,0,162,22932.72,244,25.11,441,2.76,DHL,27.19,Supplier B,Houston,4543,55.99,0.98,Rail,Route A,68.11,Pass
Haircare,SKU-000796,198.34,0,42,8330.28,379,27.63,491,11.72,DHL,30.03,Supplier G,New York,4889,136.35,3.27,Sea,Route E,388.96,Fail
Accessories,SKU-000797,34.39,0,64,2200.96,985,19.84,566,3.94,Amazon Logistics,8.59,Supplier E,Houston,1012,147.34,1.36,Sea,Route D,241.41,Pass
Haircare,SKU-000798,29.78,1,451,13430.78,224,4.0,545,5.53,DHL,16.69,Supplier E,San Francisco,4342,55.76,1.56,Air,Route D,498.0,Pass
Cosmetics,SKU-000799,147.62,1,16,2361.92,498,12.66,522,12.47,USPS,98.7,Supplier B,Miami,1811,42.78,6.84,Air,Route B,93.76,Pass
Cosmetics,SKU-000800,119.89,1,253,30332.17,974,22.14,33,8.51,USPS,34.95,Supplier F,Dallas,774,84.3,0.2,Rail,Route E,435.03,Fail
Cosmetics,SKU-000801,62.09,1,322,19992.98,995,23.61,383,13.04,Amazon Logistics,15.95,Supplier G,New York,1539,32.14,1.18,Rail,Route C,265.99,Pass
Cosmetics,SKU-000802,25.09,1,135,3387.15,403,4.43,138,3.98,UPS,15.16,Supplier E,Miami,2834,9.73,8.44,Air,Route D,422.22,Pass
Fragrances,SKU-000803,26.28,1,21,551.88,548,1.0,257,9.51,FedEx,73.35,Supplier D,Los Angeles,3730,142.15,8.45,Sea,Route E,417.71,Pass
Accessories,SKU-000804,179.9,0,25,4497.5,190,21.65,565,2.17,UPS,86.18,Supplier F,Dallas,785,139.23,3.29,Rail,Route E,462.2,Fail
Haircare,SKU-000805,46.45,1,217,10079.65,807,11.34,188,10.0,UPS,29.41,Supplier G,Seattle,1226,28.58,0.88,Road,Route D,184.03,Pass
Haircare,SKU-000806,71.44,1,52,3714.88,946,8.38,541,11.68,UPS,6.99,Supplier E,Los Angeles,4316,64.12,7.05,Road,Route E,477.41,Pass
Cosmetics,SKU-000807,53.06,0,382,20268.92,979,1.37,535,9.19,UPS,26.19,Supplier E,Chicago,2566,125.5,3.6,Road,Route E,118.25,Pass
Cosmetics,SKU-000808,77.45,0,493,38182.85,142,16.67,416,4.73,FedEx,10.37,Supplier B,Atlanta,2497,100.85,0.45,Rail,Route D,86.89,Pass
Skincare,SKU-000809,23.19,1,470,10899.3,993,25.68,125,1.44,DHL,14.82,Supplier G,New York,4237,62.24,1.58,Air,Route A,244.23,Pass
Accessories,SKU-000810,108.62,0,144,15641.28,288,28.77,104,2.67,UPS,45.99,Supplier D,Chicago,3538,112.9,1.37,Air,Route B,422.75,Pass
Fragrances,SKU-000811,22.85,1,237,5415.45,254,17.41,233,9.71,USPS,26.84,Supplier F,San Francisco,4224,135.07,5.89,Air,Route C,263.04,Pass
Haircare,SKU-000812,162.07,0,120,19448.4,609,15.92,140,14.08,Amazon Logistics,54.01,Supplier C,New York,1065,139.29,8.98,Rail,Route B,423.18,Pass
Skincare,SKU-000813,54.41,1,316,17193.56,482,3.47,151,3.89,Amazon Logistics,29.08,Supplier A,Atlanta,1019,59.93,7.93,Rail,Route A,378.36,Pass
Skincare,SKU-000814,112.6,0,466,52471.6,294,16.92,216,11.29,USPS,94.35,Supplier D,New York,2972,30.17,5.47,Road,Route A,144.24,Fail
Haircare,SKU-000815,177.22,0,169,29950.18,881,12.02,38,13.13,UPS,91.06,Supplier C,Miami,1608,137.36,4.22,Rail,Route E,477.0,Pass
Fragrances,SKU-000816,133.67,1,340,45447.8,366,18.61,31,8.29,FedEx,58.85,Supplier D,Houston,1312,18.42,6.19,Road,Route B,77.35,Pass
Skincare,SKU-000817,111.26,1,273,30373.98,974,12.27,100,10.37,DHL,38.67,Supplier G,Boston,971,109.64,4.44,Road,Route A,454.23,Pass
Skincare,SKU-000818,71.62,1,234,16759.08,344,7.97,349,12.41,Amazon Logistics,41.21,Supplier C,Miami,4490,25.37,2.46,Air,Route B,187.0,Fail
Accessories,SKU-000819,73.27,1,480,35169.6,689,3.75,411,4.65,DHL,44.13,Supplier G,Atlanta,3354,61.46,6.79,Rail,Route A,275.07,Pass
Fragrances,SKU-000820,137.2,1,226,31007.2,905,10.13,326,5.16,FedEx,74.12,Supplier C,New York,963,64.68,8.73,Air,Route C,240.06,Pass
Skincare,SKU-000821,198.89,0,465,92483.85,331,3.8,286,1.01,Amazon Logistics,47.91,Supplier D,Miami,4053,28.02,3.73,Air,Route A,127.33,Fail
Fragrances,SKU-000822,135.75,1,54,7330.5,66,6.13,466,14.48,DHL,86.39,Supplier B,Houston,3208,138.79,8.42,Rail,Route B,211.17,Pass
Haircare,SKU-000823,115.98,1,223,25863.54,120,29.63,460,13.85,FedEx,94.69,Supplier D,Chicago,3155,5.39,4.31,Rail,Route E,136.82,Pass
