Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results,Profit,Cost_per_Shipment,Inventory_Gap,Revenue_per_Product,Profit_Margin,Total_Lead_Time
Accessories,SKU-000113,59.29,0,268,15889.72,803,5.53,557,14.03,UPS,81.42,Supplier G,Atlanta,4052,17.82,5.94,Rail,Route C,232.09,Pass,15871.9,0.14591397849462365,246,59.069591078066914,99.88785202004819,19.56
Cosmetics,SKU-000114,82.14,0,93,7639.02,677,19.44,33,1.71,Amazon Logistics,11.25,Supplier D,Miami,3149,143.38,2.08,Sea,Route C,243.07,Pass,7495.64,0.33088235294117646,644,81.26617021276596,98.12305766970108,21.150000000000002
Skincare,SKU-000115,122.16,0,463,56560.08,158,18.38,393,8.66,USPS,70.79,Supplier D,New York,1664,138.59,3.24,Air,Route E,152.05,Pass,56421.490000000005,0.17967005076142134,-235,121.89672413793105,99.75496852196815,27.04
Accessories,SKU-000116,60.93,1,164,9992.52,270,6.2,576,13.47,UPS,59.33,Supplier D,Dallas,1600,12.83,6.37,Rail,Route A,255.15,Pass,9979.69,0.10282495667244367,-306,60.56072727272728,99.8716039597619,19.67
Haircare,SKU-000117,128.59,0,126,16202.34,953,21.45,447,4.68,FedEx,91.21,Supplier F,New York,4965,57.25,8.82,Rail,Route B,478.96,Pass,16145.09,0.20359375,506,127.57748031496062,99.64665597685273,26.13
Cosmetics,SKU-000118,87.79,0,11,965.69,602,14.2,252,7.61,DHL,16.64,Supplier G,Seattle,115,122.91,5.33,Road,Route A,432.7,Pass,842.7800000000001,0.06577075098814229,350,80.47416666666668,87.27231306112728,21.81
Skincare,SKU-000119,114.89,1,102,11718.78,417,20.37,582,5.54,USPS,55.73,Supplier C,New York,705,93.68,7.59,Road,Route A,115.35,Pass,11625.1,0.09559176672384219,-165,113.77456310679612,99.20059937979892,25.91
Haircare,SKU-000120,92.86,0,175,16250.5,196,25.28,459,14.33,UPS,88.55,Supplier E,Chicago,1481,117.97,7.63,Rail,Route B,63.4,Pass,16132.53,0.1925,-263,92.33238636363636,99.27405310605828,39.61
Haircare,SKU-000121,65.95,0,396,26116.2,161,5.92,521,12.53,DHL,43.95,Supplier E,San Francisco,3483,109.26,6.64,Rail,Route D,470.09,Pass,26006.940000000002,0.08419540229885059,-360,65.78387909319899,99.58163898270041,18.45
Fragrances,SKU-000122,190.21,1,409,77795.89,664,1.56,294,10.93,DHL,50.79,Supplier H,Miami,994,77.03,2.46,Rail,Route A,287.04,Pass,77718.86,0.1721694915254237,370,189.7460731707317,99.90098448645553,12.49
Accessories,SKU-000123,155.09,0,359,55677.31,607,23.59,95,9.23,DHL,11.69,Supplier A,San Francisco,1667,10.98,8.67,Sea,Route A,292.03,Pass,55666.329999999994,0.12177083333333333,512,154.65919444444444,99.98027921966775,32.82
Cosmetics,SKU-000124,36.62,1,305,11169.1,973,18.68,458,12.49,FedEx,31.42,Supplier B,Boston,513,89.72,4.36,Air,Route A,401.32,Fail,11079.380000000001,0.06845315904139435,515,36.500326797385625,99.19671235820255,31.17
Skincare,SKU-000125,175.01,1,267,46727.67,543,21.29,308,6.49,Amazon Logistics,35.83,Supplier C,San Francisco,4220,12.04,0.44,Road,Route D,191.61,Pass,46715.63,0.11595469255663429,235,174.3569776119403,99.97423368209884,27.78
Fragrances,SKU-000126,102.61,1,90,9234.9,554,25.31,559,7.27,DHL,94.79,Supplier G,Atlanta,2104,92.54,2.45,Air,Route C,266.86,Fail,9142.359999999999,0.16926785714285716,-5,101.48241758241758,98.99793175887123,32.58
Accessories,SKU-000127,179.96,1,434,78102.64,524,24.28,272,11.22,USPS,31.85,Supplier A,Dallas,415,121.06,7.66,Road,Route E,485.9,Pass,77981.58,0.11666666666666667,252,179.54629885057471,99.84499883742727,35.5
Fragrances,SKU-000128,161.97,1,277,44865.69,885,28.87,145,6.01,UPS,48.78,Supplier H,Seattle,4766,89.82,0.69,Road,Route E,352.47,Fail,44775.87,0.3341095890410959,740,161.38737410071943,99.79980247712673,34.88
Accessories,SKU-000129,90.79,0,428,38858.12,939,16.54,196,1.89,USPS,68.77,Supplier A,Dallas,4920,149.57,1.47,Road,Route D,119.19,Pass,38708.55,0.3490862944162436,743,90.5783682983683,99.6150868853151,18.43
Accessories,SKU-000130,14.27,0,244,3481.88,320,15.17,56,2.04,FedEx,20.41,Supplier D,Atlanta,3155,71.1,6.94,Rail,Route A,109.95,Pass,3410.78,0.3580701754385965,264,14.211755102040817,97.9579997013108,17.21
Cosmetics,SKU-000131,61.05,1,330,20146.5,470,12.65,429,2.62,FedEx,51.21,Supplier B,Dallas,1949,113.58,8.93,Road,Route E,141.92,Pass,20032.92,0.11909302325581396,41,60.86555891238671,99.43622961804779,15.27
Accessories,SKU-000132,112.91,1,320,36131.2,946,5.46,146,13.18,USPS,75.16,Supplier G,San Francisco,2053,101.75,6.34,Air,Route D,395.02,Fail,36029.45,0.5112925170068027,800,112.55825545171339,99.71838743246833,18.64
Fragrances,SKU-000133,130.36,0,310,40411.6,756,17.61,502,7.61,Amazon Logistics,87.35,Supplier B,Houston,488,148.76,2.22,Road,Route B,182.92,Pass,40262.84,0.17365805168986082,254,129.94083601286172,99.63188787377881,25.22
Accessories,SKU-000134,59.0,1,472,27848.0,416,9.03,187,10.98,FedEx,64.49,Supplier C,Dallas,2869,108.42,0.53,Air,Route E,59.62,Fail,27739.58,0.343031914893617,229,58.87526427061311,99.61067222062626,20.009999999999998
Cosmetics,SKU-000135,36.48,1,483,17619.84,329,27.72,313,6.5,FedEx,68.56,Supplier B,Boston,4639,28.78,6.15,Road,Route B,474.88,Fail,17591.06,0.21834394904458598,16,36.40462809917356,99.83666139987652,34.22
Cosmetics,SKU-000136,168.64,1,366,61722.24,332,17.91,362,4.62,USPS,17.0,Supplier A,Miami,3146,143.55,0.47,Road,Route A,126.37,Pass,61578.689999999995,0.046831955922865015,-30,168.18049046321525,99.76742580956231,22.53
Fragrances,SKU-000137,197.04,0,222,43742.88,89,18.19,329,5.86,FedEx,94.85,Supplier B,Miami,2515,101.83,6.13,Rail,Route E,54.3,Pass,43641.049999999996,0.2874242424242424,-240,196.1564125560538,99.76720782902268,24.05
Haircare,SKU-000138,109.88,0,71,7801.48,238,11.29,547,12.12,Amazon Logistics,17.59,Supplier B,New York,2489,13.6,2.26,Air,Route D,156.71,Pass,7787.879999999999,0.0320985401459854,-309,108.35388888888889,99.82567410286252,23.409999999999997
Haircare,SKU-000139,42.62,1,58,2471.96,213,2.51,559,9.75,Amazon Logistics,78.59,Supplier E,Los Angeles,403,100.35,9.05,Road,Route C,155.76,Pass,2371.61,0.14033928571428572,-346,41.89762711864407,95.9404682923672,12.26
Accessories,SKU-000140,61.74,1,136,8396.64,585,1.92,438,14.13,Amazon Logistics,30.16,Supplier G,San Francisco,863,133.05,4.75,Road,Route E,239.9,Fail,8263.59,0.06870159453302961,147,61.28934306569343,98.41543760361289,16.05
Skincare,SKU-000141,13.49,0,232,3129.68,585,13.28,463,10.52,UPS,93.69,Supplier G,Chicago,2073,88.67,2.24,Air,Route E,464.18,Pass,3041.0099999999998,0.20191810344827585,122,13.432103004291845,97.16680299583344,23.799999999999997
Accessories,SKU-000142,183.72,0,418,76794.96,53,3.45,577,8.98,Amazon Logistics,73.4,Supplier A,Atlanta,915,56.33,8.53,Road,Route E,445.63,Fail,76738.63,0.12698961937716263,-524,183.28152744630074,99.92664883216294,12.43
Fragrances,SKU-000143,32.37,1,288,9322.56,884,18.6,255,9.54,Amazon Logistics,76.61,Supplier F,Seattle,977,124.03,2.54,Sea,Route E,255.6,Pass,9198.529999999999,0.2992578125,629,32.25799307958477,98.6695714481859,28.14
Fragrances,SKU-000144,119.54,1,417,49848.18,339,26.55,458,14.19,UPS,25.81,Supplier B,San Francisco,4898,118.46,3.07,Rail,Route D,234.9,Pass,49729.72,0.05623093681917211,-119,119.25401913875598,99.76235842512204,40.74
Fragrances,SKU-000145,62.07,0,303,18807.21,482,26.6,233,12.03,DHL,47.09,Supplier B,Miami,2426,83.91,8.34,Air,Route D,299.75,Pass,18723.3,0.20123931623931626,249,61.86582236842105,99.55384131936636,38.63
Fragrances,SKU-000146,115.29,0,293,33779.97,520,20.11,104,1.34,FedEx,63.69,Supplier D,New York,2529,27.38,3.09,Rail,Route C,159.55,Pass,33752.590000000004,0.6065714285714285,416,114.89785714285715,99.9189460499817,21.45
Fragrances,SKU-000147,133.77,0,286,38258.22,230,7.13,104,8.48,Amazon Logistics,78.15,Supplier G,Dallas,2160,41.39,4.1,Sea,Route D,73.48,Pass,38216.83,0.7442857142857143,126,133.3039024390244,99.89181409903544,15.61
Cosmetics,SKU-000148,167.65,1,447,74939.55,297,26.03,508,10.64,FedEx,14.88,Supplier B,Chicago,4498,112.08,3.48,Sea,Route D,472.65,Fail,74827.47,0.029233791748526524,-211,167.27578125,99.85043945420009,36.67
Haircare,SKU-000149,49.22,0,116,5709.52,677,26.7,84,11.48,USPS,96.42,Supplier G,Chicago,1679,121.88,1.16,Sea,Route A,134.01,Pass,5587.64,1.1343529411764706,593,48.79931623931624,97.8653196766103,38.18
Fragrances,SKU-000150,12.09,1,155,1873.95,328,6.7,83,3.98,FedEx,89.57,Supplier B,Los Angeles,4355,45.49,0.39,Air,Route A,139.28,Pass,1828.46,1.0663095238095237,245,12.012500000000001,97.57250727073829,10.68
Skincare,SKU-000151,36.01,0,429,15448.29,926,22.39,362,13.14,UPS,30.68,Supplier E,Houston,2301,58.36,7.25,Sea,Route B,262.61,Pass,15389.93,0.08451790633608815,564,35.92625581395349,99.62222356001861,35.53
Skincare,SKU-000152,181.0,0,108,19548.0,630,9.31,371,14.38,FedEx,83.16,Supplier A,Los Angeles,3697,16.26,6.45,Air,Route C,271.23,Fail,19531.74,0.2235483870967742,259,179.3394495412844,99.91682013505219,23.69
Skincare,SKU-000153,176.04,0,438,77105.52,912,24.28,177,4.31,FedEx,54.24,Supplier G,Dallas,1303,108.45,2.82,Air,Route A,58.3,Pass,76997.07,0.3047191011235955,735,175.6389977220957,99.8593485913849,28.59
Skincare,SKU-000154,123.51,0,384,47427.84,303,29.92,510,13.36,FedEx,48.87,Supplier C,San Francisco,2524,5.52,2.96,Road,Route C,116.58,Pass,47422.32,0.09563600782778864,-207,123.1891948051948,99.98836126629423,43.28
Cosmetics,SKU-000155,124.1,1,82,10176.2,230,1.87,482,2.36,DHL,34.87,Supplier A,Boston,3975,11.75,9.45,Air,Route C,220.17,Pass,10164.45,0.07219461697722566,-252,122.60481927710845,99.88453450207346,4.23
Skincare,SKU-000156,136.36,1,446,60816.56,879,27.02,244,1.78,DHL,60.19,Supplier D,Atlanta,2923,5.63,9.88,Sea,Route E,357.68,Pass,60810.93,0.24567346938775508,635,136.05494407158835,99.99074265298795,28.8
Fragrances,SKU-000157,43.32,0,495,21443.4,730,19.06,332,2.81,USPS,74.34,Supplier A,Chicago,3385,98.57,4.73,Air,Route C,152.79,Fail,21344.83,0.22324324324324327,398,43.23266129032258,99.54032476193142,21.869999999999997
Accessories,SKU-000158,183.74,1,131,24069.94,874,29.23,485,1.81,UPS,44.04,Supplier B,Seattle,2163,65.52,8.02,Air,Route E,240.36,Pass,24004.42,0.09061728395061729,389,182.3480303030303,99.72779325582033,31.04
Skincare,SKU-000159,89.57,0,39,3493.23,558,14.49,107,12.83,FedEx,64.78,Supplier D,San Francisco,2079,48.14,7.37,Rail,Route B,300.81,Pass,3445.09,0.5998148148148148,451,87.33075,98.62190580064869,27.32
Cosmetics,SKU-000160,82.8,0,197,16311.6,810,25.57,322,1.83,FedEx,71.43,Supplier A,Seattle,4448,137.34,2.97,Sea,Route B,449.87,Pass,16174.26,0.22114551083591333,488,82.38181818181819,99.15802251158684,27.4
Cosmetics,SKU-000161,108.59,0,373,40504.07,749,2.81,454,4.8,FedEx,72.56,Supplier H,New York,3231,32.96,0.59,Air,Route B,196.73,Fail,40471.11,0.15947252747252746,295,108.29965240641711,99.91862546158941,7.609999999999999
Skincare,SKU-000162,18.92,0,363,6867.96,615,10.72,154,2.45,FedEx,9.94,Supplier D,Seattle,3192,61.46,1.43,Road,Route E,110.1,Pass,6806.5,0.06412903225806452,461,18.86802197802198,99.10512000652304,13.170000000000002
Accessories,SKU-000163,41.59,1,297,12352.23,375,2.94,69,5.14,DHL,86.68,Supplier H,Chicago,4926,141.35,8.38,Air,Route E,270.17,Pass,12210.88,1.2382857142857144,306,41.45043624161074,98.85567221465273,8.08
Skincare,SKU-000164,150.23,0,460,69105.8,406,29.28,451,2.27,USPS,48.53,Supplier C,Chicago,3764,66.93,7.31,Air,Route B,386.02,Fail,69038.87000000001,0.10736725663716815,-45,149.90412147505424,99.90314850562471,31.55
Cosmetics,SKU-000165,25.73,0,204,5248.92,874,24.69,359,10.35,Amazon Logistics,29.93,Supplier A,Chicago,2436,85.43,6.64,Rail,Route E,99.44,Pass,5163.49,0.08313888888888889,515,25.604487804878048,98.37242708976322,35.04
Haircare,SKU-000166,124.6,1,165,20559.0,699,25.72,366,2.87,UPS,27.97,Supplier G,San Francisco,3714,16.65,1.31,Sea,Route D,241.11,Pass,20542.35,0.0762125340599455,333,123.84939759036145,99.91901357069895,28.59
Fragrances,SKU-000167,56.62,0,181,10248.22,729,28.2,366,12.93,FedEx,50.89,Supplier G,San Francisco,597,119.57,6.4,Sea,Route D,58.0,Pass,10128.65,0.13866485013623978,363,56.308901098901096,98.83326080041218,41.129999999999995
Cosmetics,SKU-000168,83.97,0,344,28885.68,440,3.47,264,12.44,USPS,89.25,Supplier F,Atlanta,3917,66.3,7.72,Road,Route E,65.1,Pass,28819.38,0.33679245283018866,176,83.72660869565217,99.77047450501425,15.91
Skincare,SKU-000169,64.85,0,50,3242.5,664,12.18,128,1.19,Amazon Logistics,40.94,Supplier B,Miami,4743,121.07,8.61,Road,Route E,267.33,Pass,3121.43,0.3173643410852713,536,63.57843137254902,96.26615265998457,13.37
Fragrances,SKU-000170,77.58,1,72,5585.76,983,3.06,552,13.54,USPS,76.22,Supplier H,Houston,231,41.8,0.13,Road,Route A,184.19,Pass,5543.96,0.13783001808318263,431,76.51726027397261,99.25166852854402,16.599999999999998
Skincare,SKU-000171,146.62,0,32,4691.84,134,7.11,109,1.41,DHL,14.2,Supplier D,Dallas,957,66.26,6.84,Air,Route A,430.3,Pass,4625.58,0.1290909090909091,25,142.1769696969697,98.58776087846132,8.52
Skincare,SKU-000172,66.45,1,369,24520.05,366,7.65,315,4.36,Amazon Logistics,50.23,Supplier F,Dallas,620,119.05,0.19,Air,Route C,320.97,Fail,24401.0,0.15895569620253164,51,66.2704054054054,99.51447896721255,12.010000000000002
Haircare,SKU-000173,117.62,0,84,9880.08,261,14.6,131,1.45,USPS,99.21,Supplier F,New York,129,146.21,7.07,Road,Route C,254.27,Pass,9733.87,0.7515909090909091,130,116.23623529411765,98.52015368296614,16.05
Fragrances,SKU-000174,100.45,0,57,5725.65,564,8.79,196,5.7,DHL,78.19,Supplier E,Los Angeles,3496,13.65,6.36,Sea,Route C,233.57,Pass,5712.0,0.3969035532994924,368,98.71810344827585,99.7615991197506,14.489999999999998
Fragrances,SKU-000175,136.1,1,169,23000.9,433,3.93,362,8.19,USPS,25.0,Supplier H,Atlanta,4704,122.81,1.48,Sea,Route B,273.76,Pass,22878.09,0.06887052341597796,71,135.2994117647059,99.46606437139415,12.12
Haircare,SKU-000176,188.0,0,322,60536.0,740,5.86,120,12.15,USPS,52.64,Supplier D,Miami,1360,48.6,7.66,Road,Route D,68.2,Pass,60487.4,0.43504132231404957,620,187.41795665634675,99.9197171930752,18.01
Cosmetics,SKU-000177,149.19,0,127,18947.13,391,5.27,420,5.73,Amazon Logistics,27.19,Supplier F,Boston,1658,84.86,0.68,Rail,Route B,451.76,Pass,18862.27,0.06458432304038005,-29,148.024453125,99.55212214198139,11.0
Skincare,SKU-000178,50.84,1,109,5541.56,864,29.22,47,10.88,DHL,43.91,Supplier E,New York,115,47.06,8.26,Sea,Route E,499.24,Pass,5494.5,0.9147916666666666,817,50.377818181818185,99.15078064660491,40.1
Accessories,SKU-000179,15.92,1,389,6192.88,893,23.02,556,3.63,FedEx,79.11,Supplier F,San Francisco,3705,93.95,2.62,Sea,Route A,131.67,Pass,6098.93,0.14202872531418312,337,15.879179487179487,98.48293524176151,26.65
Skincare,SKU-000180,59.83,1,426,25487.58,87,29.07,77,11.51,UPS,78.27,Supplier B,Miami,1707,56.3,6.89,Road,Route E,104.17,Pass,25431.280000000002,1.0034615384615384,10,59.68988290398127,99.77910809892505,40.58
Skincare,SKU-000181,123.06,1,417,51316.02,560,13.75,517,4.3,Amazon Logistics,26.67,Supplier C,Chicago,3617,53.37,9.24,Sea,Route E,114.61,Pass,51262.649999999994,0.05148648648648649,43,122.7655980861244,99.89599739028864,18.05
Cosmetics,SKU-000182,19.77,1,176,3479.52,469,9.07,316,3.01,DHL,92.61,Supplier H,San Francisco,2116,10.5,3.4,Air,Route A,347.46,Pass,3469.02,0.2921451104100946,153,19.658305084745763,99.6982342392054,12.08
Skincare,SKU-000183,104.31,0,299,31188.69,800,24.15,153,3.6,USPS,61.29,Supplier E,Los Angeles,3674,26.31,5.03,Air,Route E,347.65,Fail,31162.379999999997,0.397987012987013,647,103.9623,99.91564249732835,27.75
Haircare,SKU-000184,123.4,1,449,55406.6,218,10.46,350,3.55,DHL,41.09,Supplier C,Los Angeles,1843,137.98,4.63,Sea,Route C,431.57,Pass,55268.619999999995,0.11706552706552707,-132,123.12577777777777,99.75096829619575,14.010000000000002
Haircare,SKU-000185,73.51,0,165,12129.15,958,9.68,268,8.18,UPS,52.68,Supplier D,Dallas,3891,149.75,1.58,Air,Route A,388.32,Pass,11979.4,0.1958364312267658,690,73.06716867469879,98.76537102764826,17.86
Fragrances,SKU-000186,156.47,0,430,67282.1,392,7.74,569,12.83,UPS,62.48,Supplier B,Houston,3734,118.18,5.9,Rail,Route E,252.36,Pass,67163.92000000001,0.10961403508771929,-177,156.10696055684457,99.82435149913574,20.57
Accessories,SKU-000187,30.25,0,16,484.0,875,4.76,94,2.11,FedEx,58.19,Supplier E,Houston,1188,46.59,7.43,Sea,Route C,325.78,Fail,437.40999999999997,0.6125263157894737,781,28.470588235294116,90.37396694214875,6.869999999999999
Skincare,SKU-000188,24.28,1,205,4977.4,355,8.44,187,10.9,FedEx,51.21,Supplier D,Boston,1461,63.35,9.17,Road,Route C,359.73,Pass,4914.049999999999,0.2723936170212766,168,24.162135922330094,98.72724715715032,19.34
Skincare,SKU-000189,148.36,1,430,63794.8,591,11.3,522,10.16,UPS,52.97,Supplier F,San Francisco,3472,112.23,8.51,Air,Route D,280.73,Pass,63682.57,0.1012810707456979,69,148.015777262181,99.82407657050418,21.46
Cosmetics,SKU-000190,104.14,0,65,6769.1,751,20.55,374,13.22,Amazon Logistics,21.76,Supplier G,San Francisco,4573,145.43,5.1,Rail,Route C,264.04,Fail,6623.67,0.05802666666666667,377,102.56212121212121,97.85156076878756,33.77
Haircare,SKU-000191,140.8,1,330,46464.0,918,2.81,244,4.42,Amazon Logistics,82.21,Supplier A,Los Angeles,575,71.04,7.19,Rail,Route B,340.29,Pass,46392.96,0.33555102040816326,674,140.37462235649548,99.84710743801652,7.23
Accessories,SKU-000192,92.62,1,202,18709.24,586,7.1,550,7.3,USPS,56.47,Supplier D,Chicago,1389,125.28,8.01,Air,Route A,300.86,Pass,18583.960000000003,0.10248638838475499,36,92.16374384236454,99.33038434484779,14.399999999999999
Fragrances,SKU-000193,56.82,1,56,3181.92,161,24.46,165,13.96,FedEx,17.45,Supplier C,Chicago,428,146.38,4.93,Rail,Route A,339.77,Pass,3035.54,0.10512048192771084,-4,55.823157894736845,95.39963292603207,38.42
Haircare,SKU-000194,165.63,1,157,26003.91,460,5.26,260,10.24,USPS,77.78,Supplier B,Seattle,4144,131.65,1.15,Sea,Route A,325.78,Fail,25872.26,0.29800766283524904,200,164.5817088607595,99.49372998137586,15.5
Fragrances,SKU-000195,161.89,0,284,45976.76,996,10.94,363,6.44,FedEx,93.58,Supplier B,Chicago,1939,37.94,4.38,Rail,Route E,373.64,Fail,45938.82,0.2570879120879121,633,161.32196491228072,99.91748004861586,17.38
Cosmetics,SKU-000196,141.99,0,166,23570.34,255,26.08,54,2.84,UPS,94.99,Supplier D,Miami,1286,6.16,8.42,Air,Route E,339.26,Pass,23564.18,1.727090909090909,201,141.1397604790419,99.97386545972608,28.919999999999998
Cosmetics,SKU-000197,61.71,1,211,13020.81,234,5.49,20,4.67,Amazon Logistics,40.06,Supplier F,Houston,4633,76.35,5.97,Rail,Route B,283.88,Fail,12944.46,1.9076190476190478,214,61.41891509433962,99.41363094922666,10.16
Skincare,SKU-000198,122.14,0,453,55329.42,431,3.4,172,9.14,Amazon Logistics,17.87,Supplier A,Chicago,3514,82.05,7.24,Air,Route C,356.81,Fail,55247.369999999995,0.10329479768786128,259,121.87096916299559,99.85170637971625,12.540000000000001
Accessories,SKU-000199,78.59,1,411,32300.49,545,15.05,448,11.05,UPS,54.25,Supplier H,Atlanta,3636,34.18,1.85,Air,Route E,252.27,Pass,32266.31,0.12082405345211582,97,78.39924757281554,99.89418117186457,26.1
Fragrances,SKU-000200,27.4,1,485,13289.0,428,9.77,527,2.74,USPS,15.7,Supplier C,San Francisco,1873,46.28,9.64,Rail,Route C,158.75,Pass,13242.72,0.029734848484848482,-99,27.343621399176953,99.6517420422906,12.51
Haircare,SKU-000201,184.29,0,428,78876.12,96,17.34,145,9.39,USPS,93.73,Supplier D,Chicago,2163,115.95,4.04,Air,Route C,50.64,Pass,78760.17,0.641986301369863,-49,183.86041958041957,99.85299733303312,26.73
Cosmetics,SKU-000202,36.0,0,436,15696.0,935,24.31,510,8.7,DHL,22.44,Supplier D,Seattle,1944,73.2,6.54,Air,Route E,301.98,Pass,15622.8,0.04391389432485323,425,35.91762013729977,99.53363914373088,33.01
Skincare,SKU-000203,190.55,0,488,92988.4,789,4.98,501,8.2,FedEx,29.01,Supplier G,Boston,2658,51.02,0.19,Road,Route E,315.79,Pass,92937.37999999999,0.05778884462151395,288,190.160327198364,99.9451329413131,13.18
Skincare,SKU-000204,94.74,1,484,45854.16,600,17.84,364,10.66,USPS,43.63,Supplier B,Boston,1362,95.28,1.27,Sea,Route B,487.42,Fail,45758.880000000005,0.11953424657534248,236,94.54465979381445,99.79221078305655,28.5
Fragrances,SKU-000205,45.18,0,135,6099.3,577,15.66,240,12.72,UPS,41.4,Supplier C,Los Angeles,3391,99.65,7.82,Air,Route D,212.67,Pass,5999.650000000001,0.17178423236514523,337,44.84779411764706,98.36620595806077,28.380000000000003
Cosmetics,SKU-000206,112.96,1,404,45635.84,553,5.18,44,5.52,USPS,80.49,Supplier A,Chicago,1118,116.56,9.68,Sea,Route A,227.36,Pass,45519.28,1.7886666666666666,509,112.68108641975307,99.74458671079573,10.7
Accessories,SKU-000207,175.86,0,314,55220.04,71,19.1,547,13.45,Amazon Logistics,48.35,Supplier B,San Francisco,1889,27.72,3.2,Road,Route E,140.81,Pass,55192.32,0.08822992700729927,-476,175.3017142857143,99.94980083317579,32.55
Cosmetics,SKU-000208,149.12,0,378,56367.36,262,8.94,201,3.25,FedEx,21.22,Supplier D,San Francisco,3624,112.52,0.37,Road,Route E,81.74,Fail,56254.840000000004,0.10504950495049505,61,148.72654353562007,99.80038092967278,12.19
Fragrances,SKU-000209,163.25,1,303,49464.75,359,15.15,518,3.42,DHL,30.38,Supplier B,Houston,3604,91.92,3.61,Road,Route C,397.76,Pass,49372.83,0.05853564547206166,-159,162.71299342105263,99.81417069731475,18.57
Fragrances,SKU-000210,135.17,1,73,9867.41,710,3.39,61,4.73,FedEx,53.37,Supplier B,Boston,906,13.35,0.17,Road,Route D,162.36,Pass,9854.06,0.8608064516129031,649,133.3433783783784,99.86470613869292,8.120000000000001
